Unnamed: 0,score,date,text,text_length,cleaned_text,weekday,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31,tfidf_32,tfidf_33,tfidf_34,tfidf_35,tfidf_36,tfidf_37,tfidf_38,tfidf_39,tfidf_40,tfidf_41,tfidf_42,tfidf_43,tfidf_44,tfidf_45,tfidf_46,tfidf_47,tfidf_48,tfidf_49,tfidf_50,tfidf_51,tfidf_52,tfidf_53,tfidf_54,tfidf_55,tfidf_56,tfidf_57,tfidf_58,tfidf_59,tfidf_60,tfidf_61,tfidf_62,tfidf_63,tfidf_64,tfidf_65,tfidf_66,tfidf_67,tfidf_68,tfidf_69,tfidf_70,tfidf_71,tfidf_72,tfidf_73,tfidf_74,tfidf_75,tfidf_76,tfidf_77,tfidf_78,tfidf_79,tfidf_80,tfidf_81,tfidf_82,tfidf_83,tfidf_84,tfidf_85,tfidf_86,tfidf_87,tfidf_88,tfidf_89,tfidf_90,tfidf_91,tfidf_92,tfidf_93,tfidf_94,tfidf_95,tfidf_96,tfidf_97,tfidf_98,tfidf_99
2,9.0,2018-12-18,"처음 서점에서 이 책을 접했을 때, 표지의 아름다운 꽃들과 감수성 넘치는 제목 때문에 소나기 같은 성장소설인가 했다. 크게 관심 있는 분야는 아니었지만, 맨부커상 수상작가인 한강작가의 저작이기 때문에 그냥 지나칠 수 없었고, 첫 장을 펴자마자 내 생각이 틀렸다는 것을 알게 되었다.      책은 광주민주화항쟁이라는 슬픈 기억을 담담히 묘사한다. 내가 동호였다면, 내가 그곳의 시민이었다면 나는 어떻게 행동해야 했을까? 여러 차례 반문해 보았지만 쉽게 답을 내릴 수가 없었다.      잊지 말아야 할 슬픈 역사를 문학의 형태로 남겨주신 작가의 노고에 감사를 표하며, 부디 많은 이들이 이 작품을 공유 했으면 하는 바람이다.",349,처음 서점에서 이 책을 접했을 때 표지의 아름다운 꽃들과 감수성 넘치는 제목 때문에 소나기 같은 성장소설인가 했다 크게 관심 있는 분야는 아니었지만 맨부커상 수상작가인 한강작가의 저작이기 때문에 그냥 지나칠 수 없었고 첫 장을 펴자마자 내 생각이 틀렸다는 것을 알게 되었다      책은 광주민주화항쟁이라는 슬픈 기억을 담담히 묘사한다 내가 동호였다면 내가 그곳의 시민이었다면 나는 어떻게 행동해야 했을까 여러 차례 반문해 보았지만 쉽게 답을 내릴 수가 없었다      잊지 말아야 할 슬픈 역사를 문학의 형태로 남겨주신 작가의 노고에 감사를 표하며 부디 많은 이들이 이 작품을 공유 했으면 하는 바람이다,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2682091292679446,0.28312855277113935,0.0,0.0,0.0,0.0,0.0,0.26688174364118733,0.5032560989746095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22218049964733996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23829405686014443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25268788795510505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19091175504762462,0.0,0.0,0.25058439239296176,0.0,0.0,0.0,0.22938275609738998,0.0,0.2618158551808681,0.0,0.0,0.24184593170168364,0.1595445036809376,0.0,0.0,0.0,0.22150031282289329,0.0,0.0,0.0,0.0,0.0,0.0
7,10.0,2024-09-25,"무미건조한 시선으로 읊어가는 다큐멘터리를 본 것 같은데 어느순간 눈물을 흘리고 있는 나를 발견하게 되었다. 소년은 이미 이 세상을 떠났으나 작가는 왜 소년이 온다고 하였을까. 한 소년의 죽음에 대한 의미가 본인의 책으로 재탄생할 것이기에 과거형이 아닌 미래형의 표현을 쓴 것일까. 아님 아직도 반성하지않는 괴물들을 보며, 시대에 의해 사람이 희생되는 역사가 반복될 것이라는 예언을 한 것일까.",219,무미건조한 시선으로 읊어가는 다큐멘터리를 본 것 같은데 어느순간 눈물을 흘리고 있는 나를 발견하게 되었다 소년은 이미 이 세상을 떠났으나 작가는 왜 소년이 온다고 하였을까 한 소년의 죽음에 대한 의미가 본인의 책으로 재탄생할 것이기에 과거형이 아닌 미래형의 표현을 쓴 것일까 아님 아직도 반성하지않는 괴물들을 보며 시대에 의해 사람이 희생되는 역사가 반복될 것이라는 예언을 한 것일까,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723017443961537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39549452752941006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566418444634013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10.0,2024-11-04,한강 작가가 글을 참 잘쓰는구나. 톨스토이처럼 긴문장으로 묘사하지 않고 짧은 문장들로 묘사하는데도 단어의 선택 때문인지 장면들이 영화처럼 눈에 그려진다. 가슴이 먹먹해지는 문장들이 많았다. 읽기가 힘들만큼. 한강작가의 인터뷰 기사에서 글을 쓰면서 울면서 쓴 문장들이 많았고 멈추며 쓸수밖에 없었다는 글을 책을 다 읽은 후에 봤는데 그래서  그랬구나... 하고 이해가 갔다.다른 책들도 읽어 봐야겠다.,223,한강 작가가 글을 참 잘쓰는구나 톨스토이처럼 긴문장으로 묘사하지 않고 짧은 문장들로 묘사하는데도 단어의 선택 때문인지 장면들이 영화처럼 눈에 그려진다 가슴이 먹먹해지는 문장들이 많았다 읽기가 힘들만큼 한강작가의 인터뷰 기사에서 글을 쓰면서 울면서 쓴 문장들이 많았고 멈추며 쓸수밖에 없었다는 글을 책을 다 읽은 후에 봤는데 그래서  그랬구나 하고 이해가 갔다다른 책들도 읽어 봐야겠다,Monday,0.0,0.0,0.0,0.0,0.581255755822657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6489153934905171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37611675971749925,0.0,0.0,0.0,0.0,0.0,0.31557367043796275,0.0,0.0,0.0,0.0
12,10.0,2024-09-28,"# 한강 # 소년이 온다 # 1980년 # 5월 18일  가끔 살펴보는 책이 이 책입니다. 시간이 흘러 어떤 사람들이 사실과 다른 이야기를 하고 다른 사실이 알려져도 아무 반응이 없는 사람들이 있지만, 여전히 그곳에는 어떤 아이들이 있었고 어떤 어른들이 있었다는 것. 아직도 오고 있을 수많은 소년들은 우리가 기다려야 하지 않을까요?",186, 한강  소년이 온다  1980년  5월 18일  가끔 살펴보는 책이 이 책입니다 시간이 흘러 어떤 사람들이 사실과 다른 이야기를 하고 다른 사실이 알려져도 아무 반응이 없는 사람들이 있지만 여전히 그곳에는 어떤 아이들이 있었고 어떤 어른들이 있었다는 것 아직도 오고 있을 수많은 소년들은 우리가 기다려야 하지 않을까요,Saturday,0.19515572162271733,0.0,0.2149374237251449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.350851203412865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4298748474502898,0.0,0.0,0.10295148719344048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6010584077754091,0.0,0.19195508331256567,0.0,0.0,0.1538304406763513,0.0,0.0,0.0,0.20714307516546293,0.0,0.0,0.0,0.0,0.0,0.18678227003561826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20315670200514674,0.21375098360851366,0.0,0.0,0.0,0.10338482229372079,0.0,0.0,0.0,0.0
13,10.0,2024-09-19,한강 작가님의 소년이 온다 리뷰입니다.소설이라는 장르를 그렇게 선호하는 편이 아니라서 책을 구매하고 읽는데 거진 반년이 걸린 것 같다. 누구나 알고 있지만 이제는 의미가 점점 퇴색되어가는 5.18 을 다른 소설은 그 일을 다시금 일상의 한가운데로 밀어넣는 것 같아서 마음이 무거워졌다. 소설 내 살아있다는것을 부끄러워하는 사람이 오래 도록 기억에 남았다. 잘봤습니다.,205,한강 작가님의 소년이 온다 리뷰입니다소설이라는 장르를 그렇게 선호하는 편이 아니라서 책을 구매하고 읽는데 거진 반년이 걸린 것 같다 누구나 알고 있지만 이제는 의미가 점점 퇴색되어가는 518 을 다른 소설은 그 일을 다시금 일상의 한가운데로 밀어넣는 것 같아서 마음이 무거워졌다 소설 내 살아있다는것을 부끄러워하는 사람이 오래 도록 기억에 남았다 잘봤습니다,Thursday,0.0,0.34613615433648326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3516786641521459,0.0,0.0,0.0,0.0,0.0,0.33200349204272767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20638858374420674,0.42618400595656064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3980625804409494,0.0,0.0,0.0,0.0,0.0,0.3083864804039686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2540198827865501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24701979483269487,0.0,0.0,0.0,0.0,0.0,0.20725729793252595,0.0,0.0,0.0,0.0
14,10.0,2020-11-25,오래전부터 읽고싶었던 글이었습니다. 예전에 양장본 한정판이 나왔을때 구매했으면 더 좋았을텐데 싶은 생각이 들지만 막상 받아보니 소프트본도 얇고 가벼워서 좋네요. 한강 작가님의 다른 책은 저에게 너무 어려워 중간에 하차한적이 있어서 이번에도 끝까지 못 읽을까 걱정하면서 읽었습니다. 소년이 온다는 유명할만하네요. 필독서로 지정될만합니다. 다들 한번씩 꼭 읽어보시면 좋겠습니다.,209,오래전부터 읽고싶었던 글이었습니다 예전에 양장본 한정판이 나왔을때 구매했으면 더 좋았을텐데 싶은 생각이 들지만 막상 받아보니 소프트본도 얇고 가벼워서 좋네요 한강 작가님의 다른 책은 저에게 너무 어려워 중간에 하차한적이 있어서 이번에도 끝까지 못 읽을까 걱정하면서 읽었습니다 소년이 온다는 유명할만하네요 필독서로 지정될만합니다 다들 한번씩 꼭 읽어보시면 좋겠습니다,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3021183745934455,0.0,0.0,0.0,0.0,0.0,0.36350682421321356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38135519567215814,0.0,0.21333013992074926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3646895107349545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43360642632680313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26256344296964124,0.0,0.0,0.0,0.0,0.0,0.0,0.3870394579783439,0.0,0.0,0.0,0.0,0.0,0.0,0.21422807194772106,0.0,0.0,0.0,0.0
16,10.0,2024-11-16,"오늘 적십자병원에서 오는 죽은 사람들은 모두 몇이나 될까. 네가 아침에 물었을 때 진수 형은 짧게 대답했다. 한 서른명 될 거다. 저 무거운 노래의 후렴이 다시 까마득한 탑처럼 쌓아올려졌다가 쓸려내려오는 동안, 서른개의 관들이 차례로 트럭에서 내려질 것이다. 아침에 네가 형들과 함께 상무관에서 분수대 앞까지 날라놓은 스물여덟개의 관들 옆에 나란히 놓일 것이다. -8p 중에서-광주에서 일어난 일이라는 사실이 믿겨지지 않다. 역사시간에 짧게나마 배웠다. 내가 이 시대에 살지 않아서 실감은  안나지만 이 책을 읽고, 관련된 영화를 찾아봤다. 영화 '택시운전사'에서 나오는 이야기를 보고 이 책을 더 이해하게 되었다. 그중에서도 맨 끝 모서리에 있는 사람의 상태가 가장 나쁘다. 처음 네가 보았을 때 그녀는 십대 후반이나 이십대 초반의 자그마한 여자였는데, 썩어가면서 이제는 성인 남자만큼 몸피가 커졌다. 딸이나 여동생을 찾는 사람들을 위해 천을 걷어 보일 때마다 너는 부패의 속도에 놀란다. 여자의 아마부터 왼쪽 눈과 광대뼈와 턱, 맨살이 드러난 왼쪽 가슴과 옆구리는 수차례 대검으로 그은 자상이 있다. -11p 중에서-영화 '택시운전사'를 보면 남녀, 학생 상관없이 때리는 모습이 나온다. 국민들을 보호해야 할 대통령이 이렇게 까지 권력을 유지해야 되었나? 이해가 안간다. 얼마나 맞았으면 수차례 대검으로 그은 자상이 있다고 씌여져 있을까? 이 책을 독서모임에서 읽게 되었다. 멘토선생님이 같이 읽어보자고 해서 읽고 토론을 했었는데, 이 책이 다 사실대로 서술한 것라고 말씀하셨던 기억이 난다.",781,오늘 적십자병원에서 오는 죽은 사람들은 모두 몇이나 될까 네가 아침에 물었을 때 진수 형은 짧게 대답했다 한 서른명 될 거다 저 무거운 노래의 후렴이 다시 까마득한 탑처럼 쌓아올려졌다가 쓸려내려오는 동안 서른개의 관들이 차례로 트럭에서 내려질 것이다 아침에 네가 형들과 함께 상무관에서 분수대 앞까지 날라놓은 스물여덟개의 관들 옆에 나란히 놓일 것이다 8p 중에서광주에서 일어난 일이라는 사실이 믿겨지지 않다 역사시간에 짧게나마 배웠다 내가 이 시대에 살지 않아서 실감은  안나지만 이 책을 읽고 관련된 영화를 찾아봤다 영화 택시운전사에서 나오는 이야기를 보고 이 책을 더 이해하게 되었다 그중에서도 맨 끝 모서리에 있는 사람의 상태가 가장 나쁘다 처음 네가 보았을 때 그녀는 십대 후반이나 이십대 초반의 자그마한 여자였는데 썩어가면서 이제는 성인 남자만큼 몸피가 커졌다 딸이나 여동생을 찾는 사람들을 위해 천을 걷어 보일 때마다 너는 부패의 속도에 놀란다 여자의 아마부터 왼쪽 눈과 광대뼈와 턱 맨살이 드러난 왼쪽 가슴과 옆구리는 수차례 대검으로 그은 자상이 있다 11p 중에서영화 택시운전사를 보면 남녀 학생 상관없이 때리는 모습이 나온다 국민들을 보호해야 할 대통령이 이렇게 까지 권력을 유지해야 되었나 이해가 안간다 얼마나 맞았으면 수차례 대검으로 그은 자상이 있다고 씌여져 있을까 이 책을 독서모임에서 읽게 되었다 멘토선생님이 같이 읽어보자고 해서 읽고 토론을 했었는데 이 책이 다 사실대로 서술한 것라고 말씀하셨던 기억이 난다,Saturday,0.0,0.0,0.0,0.0,0.0,0.2521600772837551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22799231277298715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17619741844757061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2535839845846767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24181320839873865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2521600772837551,0.0,0.2442424311106052,0.0,0.21912904151882573,0.0,0.0,0.2329499371445772,0.3311939357579072,0.0,0.0,0.0,0.0,0.0,0.1729791756425547,0.2430159110370281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43367486802703037,0.2383391816580036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24807482282236368,0.0
17,10.0,2024-10-17,쿵쾅쿵쾅!!언제부터였을까...심장이 심하게 뛰고 있는 날 발견했다. 마지막 책장을 덮고 한참동안을 두손으로 감싸쥐고는 쉽사리 내려놓지 못했다.내 손의 체온으로 책을 따뜻하게 하고 싶었지만 쉽사리 내맘처럼 되지 않았다.책을 읽는 내내 몸속에 보이지 않는 무언가가 불타올랐다. 내 양 두팔은 나도 모르는새 닭살이 돋아있는데 아무리 문지러도 사라지질않는다. 책을 읽다 말고는 수차례 허공을 바라본다. 그렇게 하지 않았다면 흐르는 눈물을 쉽사리 멈추지 못할것임을 알기에.....-----노벨문학상이라는 기쁜 소식으로 한달음에 만난 이책!!이 책을 만나게 된 동기와 이 책이 품고 있는 내용..의 모순에 그저 가슴이 먹먹해져온다.,347,쿵쾅쿵쾅언제부터였을까심장이 심하게 뛰고 있는 날 발견했다 마지막 책장을 덮고 한참동안을 두손으로 감싸쥐고는 쉽사리 내려놓지 못했다내 손의 체온으로 책을 따뜻하게 하고 싶었지만 쉽사리 내맘처럼 되지 않았다책을 읽는 내내 몸속에 보이지 않는 무언가가 불타올랐다 내 양 두팔은 나도 모르는새 닭살이 돋아있는데 아무리 문지러도 사라지질않는다 책을 읽다 말고는 수차례 허공을 바라본다 그렇게 하지 않았다면 흐르는 눈물을 쉽사리 멈추지 못할것임을 알기에노벨문학상이라는 기쁜 소식으로 한달음에 만난 이책이 책을 만나게 된 동기와 이 책이 품고 있는 내용의 모순에 그저 가슴이 먹먹해져온다,Thursday,0.0,0.0,0.0,0.0,0.2961802746687103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916171784036516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3381265179546452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26855099054583403,0.0,0.0,0.0,0.45866158709813054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5749536107886158,0.31598320121730433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,10.0,2020-04-04,"생각했던것 보다 더 적나라하고 날카로우며 선명한 상황 묘사에 마음이 술렁거려 이러지도 저러지도 못해 책장을 이리저리 넘기며 방황했었다. 계속 읽기엔 제법 충격적으로 다가오는 책의 내용이 걸리고, 읽기를 그만 두자니 글의 흡입력에서 빠져나올 수가 없어 짧은 분량의 책임에도 일주일 넘게 읽었다. 그 피비린내 속에서 세상을 등져야 했던 이.그 핏빛시간을 고통스럽게 견뎌 온 이.그 모든사람들이 자유로워졌으면 좋겠다.",230,생각했던것 보다 더 적나라하고 날카로우며 선명한 상황 묘사에 마음이 술렁거려 이러지도 저러지도 못해 책장을 이리저리 넘기며 방황했었다 계속 읽기엔 제법 충격적으로 다가오는 책의 내용이 걸리고 읽기를 그만 두자니 글의 흡입력에서 빠져나올 수가 없어 짧은 분량의 책임에도 일주일 넘게 읽었다 그 피비린내 속에서 세상을 등져야 했던 이그 핏빛시간을 고통스럽게 견뎌 온 이그 모든사람들이 자유로워졌으면 좋겠다,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5991469857693996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8006390506610596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,6.0,2018-12-12,"영국의 북커상을 수상하고, 그 소식이 언론매체를 타면서 이미 유명한 작가의 반열에 올려진 한강의 작품중에서 가장 관심이 가는 소설이다. 사실 한강의 작품을 처음 접한 것은 종이책이 아니라 ""채식주의"" 영화였다. 그 작품이 케이블티비를 통해 자주 방영되던 시기에 그 작품은 보며 사실 원작소설에 대한 호기심이 생기지 않았던 것은 그 영화의 영상이 조금 과하다 싶을 정도로 독립영화색체가 강했고, 그 와중에 여주인공에 대한 연출이 사실 스토리에 썩 부합되지 않는 느낌을 주었다. 그럴 땐 보통 원작소설을 읽어보게되는데 그 영화의 느낌이 그 원작소설의 느낌과 유사할 거라는 추측으로 원작을 보지는 못하던 와중에 출간된지 서너해 지난 ""소년이 온다""를 우연히 마주치게 되었다. 우연의 일치라고나 할까 광주민주화항쟁이나 민주화운동시대를 다룬 영화 1987, 송강호주연의 ""택시운전사""같은 작품들이 흥행을 하며 덩달아 관람한 상태에서 한강의 ""소년이 온다""를 읽어보게 되었고, 대략 영화1987이나 ""택시운전사""와 유사한 스토리겠지라는 예측을 갖고 읽었는데 그렇지 않았다. 다른 독자들도 페이지를 넘기면서 여성작가 한강이 묘사하는 중학생 동호가 경험하는 1980년 5월은 영화 ""꽃잎""의 여주인공이 머리에 꽃을 꽂은 넋이 나간 여주인공의 상처와 같은 경험을 하게된다. 그 감당할 수 없는 상처에 대해 요즈음 간간히 뉴스에 들려오는 '독재옹호론자들' '광주폭도유언비어제조자들' '광주빨겡이맹신자'들이 떠들어데는 극우파시스트들을 볼 때마다 광주의 역사적인 상처에 비수를 꽂는 비수들(beasts)이 인간으로 존재하는 21세기 한국에서 살면서 한번쯤 중학생 동호의 경험에 대해 우리가 어떻게 다가가야 할지를 생각해보는 경험이 되기를! 영화로 만들어 지게 된다면 그 경험의 심연이 꼭 잘 전달되는 그림의 영화이기를!",894,영국의 북커상을 수상하고 그 소식이 언론매체를 타면서 이미 유명한 작가의 반열에 올려진 한강의 작품중에서 가장 관심이 가는 소설이다 사실 한강의 작품을 처음 접한 것은 종이책이 아니라 채식주의 영화였다 그 작품이 케이블티비를 통해 자주 방영되던 시기에 그 작품은 보며 사실 원작소설에 대한 호기심이 생기지 않았던 것은 그 영화의 영상이 조금 과하다 싶을 정도로 독립영화색체가 강했고 그 와중에 여주인공에 대한 연출이 사실 스토리에 썩 부합되지 않는 느낌을 주었다 그럴 땐 보통 원작소설을 읽어보게되는데 그 영화의 느낌이 그 원작소설의 느낌과 유사할 거라는 추측으로 원작을 보지는 못하던 와중에 출간된지 서너해 지난 소년이 온다를 우연히 마주치게 되었다 우연의 일치라고나 할까 광주민주화항쟁이나 민주화운동시대를 다룬 영화 1987 송강호주연의 택시운전사같은 작품들이 흥행을 하며 덩달아 관람한 상태에서 한강의 소년이 온다를 읽어보게 되었고 대략 영화1987이나 택시운전사와 유사한 스토리겠지라는 예측을 갖고 읽었는데 그렇지 않았다 다른 독자들도 페이지를 넘기면서 여성작가 한강이 묘사하는 중학생 동호가 경험하는 1980년 5월은 영화 꽃잎의 여주인공이 머리에 꽃을 꽂은 넋이 나간 여주인공의 상처와 같은 경험을 하게된다 그 감당할 수 없는 상처에 대해 요즈음 간간히 뉴스에 들려오는 독재옹호론자들 광주폭도유언비어제조자들 광주빨겡이맹신자들이 떠들어데는 극우파시스트들을 볼 때마다 광주의 역사적인 상처에 비수를 꽂는 비수들beasts이 인간으로 존재하는 21세기 한국에서 살면서 한번쯤 중학생 동호의 경험에 대해 우리가 어떻게 다가가야 할지를 생각해보는 경험이 되기를 영화로 만들어 지게 된다면 그 경험의 심연이 꼭 잘 전달되는 그림의 영화이기를,Wednesday,0.168418196693337,0.0,0.0,0.0,0.0,0.18548968487679093,0.0,0.17876320963996067,0.0,0.0,0.0,0.1796654413667017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1513912236217098,0.0,0.324846836373811,0.3397294118204118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1776930102365809,0.0,0.0,0.0,0.18248455983539794,0.0,0.0,0.0,0.18760919323325964,0.0,0.0,0.0,0.16565606536569158,0.0,0.0,0.0,0.0,0.2758362477184726,0.0,0.17876320963996067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15288516773440974,0.0,0.17450204895899057,0.0,0.0,0.0,0.0,0.0,0.0,0.16305185867910996,0.0,0.0,0.0,0.5596113456629594,0.0,0.0,0.0
